report_month,vp,loan_number,fund_date,state,product_bucket_group,purpose,loan_amount,revenue_total_loan_level,expense_total_loan_level,los_revenue_amt,gl_fee_income_amt,gl_gos_amt,gl_oi_amt,gl_exception_amt,los_exception_amt,llr_amt,corporate_allocation_amt,source_row_count_under_loan_key
2025-01-01,Matthew Jackson,8485028107,2025-01-13,OH,Conventional,Purchase,306000,551.4863,-174.0784,193,50.4863,158,120,15,15,-3,-171.0784,5
2025-01-01,Karen Taylor,3389012192,2025-01-09,IL,Conventional,Purchase,310250,542.0871,-171.7351,246.1,45.7873,158,84,4.0999,4.0999,-3.0002,-168.7349,11
2025-01-01,Sandra Robinson,6358496669,2025-01-09,OH,Conventional,Purchase,145000,640.3676,-364.0345,270.3,96.5676,145.1,122,3.2,3.2,-3,-361.0345,8
2025-01-01,Anthony Lopez,4818291679,2025-01-13,OK,Government,Purchase,350000,515.7966,-152.5714,272.2,-21.8034,214,65,-6.8,-6.8,-3,-149.5714,3
2025-01-01,Sarah Brown,1752779506,2025-01-09,WA,Jumbo,Purchase,1492000,170.6948,-38.0871,82,8.8948,46,43.6,-4.9,-4.9,-3,-35.0871,9
2025-01-01,Donna Lopez,9851575820,2025-01-09,CA,Conventional,Purchase,14000,-976.5357,-3,0,16.3643,,,,-992.9,-3,,3
2025-01-01,Charles Scott,1320403712,2025-01-09,IA,Conventional,Purchase,562500,529.018,-96.0667,255.8,16.418,154,102.8,,0,-3,-93.0667,5
2025-01-01,Andrew Brown,9747124377,2025-01-13,TX,Conventional,Purchase,236850,610.9306,-224.0262,205.1,55.3308,179.6998,108,31.4,31.4,-3.0002,-221.026,2
2025-01-01,Anthony Lopez,7217369050,2025-01-13,CA,Conventional,Purchase,210000,263.8671,-3,219.7,44.1671,,,,0,-3,,4
2025-01-01,Emily Perez,8190230857,2025-01-09,AZ,Conventional,Purchase,304000,609.2786,-175.2039,301.3,38.1786,158,120,-4.1,-4.1,-3,-172.2039,2
2025-01-01,Margaret Allen,9586434622,2025-01-13,CA,Government,Purchase,738908,521.292,-73.8478,213,8.7919,179.5,120.0001,,0,-3,-70.8478,3
2025-01-01,Linda Thompson,8985734871,2025-01-13,CA,Government,Purchase,1188000,184.0169,-47.0657,84.8,-7.4831,109,63.1,-32.7,-32.7,-3,-44.0657,1
2025-01-01,Richard Sanchez,534103183,2025-01-13,CO,Conventional,Purchase,450000,498.568,-119.3333,235.2,24.968,143,89,3.2,3.2,-3,-116.3333,3
2025-01-01,William Jones,5833246070,2025-01-13,CA,Conventional,Purchase,364997,554.4171,-146.4258,248.7,59.3172,163,87.9999,-2.3,-2.3,-3,-143.4258,3
2025-01-01,Donna Ramirez,4548907541,2025-01-14,IL,Conventional,Purchase,225000,444.9582,-235.6667,161.1,48.1582,171.9,91,-13.6,-13.6,-3,-232.6667,4
2025-01-01,Michelle Moore,3973847044,2025-01-14,NJ,Conventional,Purchase,240350,242.8798,-220.8076,157.6,-183.7204,169.0002,100,,0,-3.0002,-217.8074,6
2025-01-01,Susan Torres,2530583255,2025-01-14,NC,Conventional,Cash-Out Refinance,61791.73,2243.1284,-850.2012,857.6,-0.3237,657.5993,728.2528,,,-3.0004,-847.2008,1
2025-01-01,Anthony Johnson,7979512470,2025-01-14,TX,Conventional,Cash-Out Refinance,289700,112.5426,-83.0138,-48.2,50.6424,-10.8999,224.4001,-51.7,-51.7,-3,-80.0138,4
2025-01-01,Betty Martinez,1399587021,2025-01-09,TN,Conventional,Purchase,431440,480.8696,-124.3378,248.4,25.4696,155.2,105,-26.6,-26.6,-3,-121.3378,5
2025-01-01,Barbara Martinez,1769897928,2025-01-09,TN,Government,Purchase,454520,567.5432,-118.1765,267.9,-2.3568,210,100,-4,-4,-3.0001,-115.1764,1
2025-01-01,Donald Hill,202615942,2025-01-14,KS,Government,Cash-Out Refinance,293854,487.2006,-81.8828,269.6,-20.1995,7.9999,228,0.9001,0.9001,-3.0001,-78.8827,2
2025-01-01,William Smith,9260892640,2025-01-14,CT,Conventional,NoCash-Out Refinance,245000,363.4845,-97.6122,152.1,65.4845,13.3,130.6,1,1,-3,-94.6122,1
2025-01-01,William Smith,5244044466,2025-01-14,KY,Conventional,NoCash-Out Refinance,346400,323.1924,-69.9169,148.1,28.6923,50,92.4001,2,2,-3,-66.9169,1
2025-01-01,Joseph Thomas,9758183557,2025-01-14,NY,Government,Purchase,171830,705.6051,-307.6617,250,85.6044,177.9998,215.0003,-11.4997,-11.4997,-3.0001,-304.6616,1
2025-01-01,Betty Williams,5140822403,2025-01-14,IL,Conventional,Purchase,382500,621.7909,-139.8627,268.2,28.5909,155,170,,0,-3,-136.8627,4
2025-01-01,Mark Young,5881746550,2025-01-13,GA,Conventional,Purchase,11200,-1710.6161,-3,0,-201.7143,,,,-1508.9018,-3,,3
2025-01-01,Jessica Lee,8304737044,2025-01-14,FL,Government,Purchase,243131,484.1695,-218.316,237.5,32.1699,99.9001,174.9999,-30.2002,-30.2002,-3,-215.316,4
2025-01-01,Emily Ramirez,8635123791,2025-01-14,CA,Government,Cash-Out Refinance,314204,573.3923,-169.6115,258.6,40.9925,148.1999,159.9999,-17.2,-17.2,-3,-166.6115,3
2025-01-01,Elizabeth Perez,1326645509,2025-01-14,CA,Jumbo,Cash-Out Refinance,870000,520.4979,-63.1724,163.1,6.3979,175,250,-37,-37,-3,-60.1724,2
2025-01-01,Daniel Garcia,8084933418,2025-01-14,FL,Government,Purchase,585000,560.841,-92.4872,199,-7.859,63.5,300,3.1,3.1,-3,-89.4872,11
2025-01-01,Daniel Garcia,5722014216,2025-01-14,FL,Jumbo,NoCash-Out Refinance,357000,736.6577,-149.6387,286.4,41.6577,198,200,5.3,5.3,-3,-146.6387,3
2025-01-01,Betty Brown,2947479428,2025-01-14,FL,Government,Purchase,387375,480.7803,-138.1403,164.8,-12.8196,180,250.0001,-50.6001,-50.6001,-2.9999,-135.1404,1
2025-01-01,Margaret Scott,3249927529,2025-01-13,TX,Conventional,Purchase,337500,271.8711,-152.2148,122.4,23.171,32.5001,83,5.4,5.4,-3,-149.2148,21
2025-01-01,Charles Lopez,8653554313,2025-01-13,FL,Conventional,Purchase,663000,192.5836,-78.9578,81.7,22.1836,32.5,42.2,7,7,-3,-75.9578,13
2025-01-01,Emily Perez,2100431021,2025-01-15,AZ,Conventional,Cash-Out Refinance,65000,299.3862,-3,150,-0.6138,,150,,,-3,,1
2025-01-01,Jessica Allen,9241135339,2025-01-15,WA,Government,Purchase,419265,296.7199,-127.8614,115.6,33.32,160,118.0001,-65.1001,-65.1001,-3,-124.8614,3
2025-01-01,Richard Sanchez,8255029900,2025-01-15,CO,Jumbo,NoCash-Out Refinance,1991000,244.8888,-29.2933,135.3,3.7888,53.1,51.9,0.4,0.4,-3,-26.2933,8
2025-01-01,Michael Taylor,3552970994,2025-01-15,AZ,Conventional,Purchase,288000,614.5917,-184.7708,279.5,56.0917,191,89,-0.5,-0.5,-3,-181.7708,6
2025-01-01,Jennifer Gonzalez,3500811411,2025-01-15,IL,Conventional,Purchase,403750,455.8592,-132.6595,229.4,27.2592,160,84,-22.4,-22.4,-3.0001,-129.6594,6
2025-01-01,John Williams,9160918432,2025-01-15,CO,Conventional,Purchase,178000,642.0989,-297.1011,283.1,90.4989,193.3,93,-8.9,-8.9,-3,-294.1011,3
2025-01-01,Susan Hill,3148274762,2025-01-15,MA,Government,Purchase,900000,461.2264,-61.1667,264.2,-2.5736,147,42.8,4.9,4.9,-3,-58.1667,6
2025-01-01,Linda Perez,524171505,2025-01-15,TX,Government,Purchase,357651,637.6098,-149.3718,317.4,37.4097,241.9999,110,-34.5999,-34.5999,-3.0001,-146.3717,4
2025-01-01,Charles Martin,1198089211,2025-01-08,TN,Conventional,Purchase,439315,290.5368,-115.8802,149,32.5366,165.0001,24.0001,-40,-40,-2.9999,-112.8803,2
2025-01-01,Mary Scott,8714379914,2025-01-08,GA,Conventional,Purchase,481640,642.2228,-105.9607,320,21.4231,148.7999,180,-14.0001,-14.0001,-3,-102.9607,3
2025-01-01,Richard Moore,8133861549,2025-01-08,TX,Conventional,Purchase,416000,472.8027,-122.2067,110.9,34.1027,178.8,150,-0.5,-0.5,-3,-119.2067,4
2025-01-01,Ashley Flores,1837285779,2025-01-08,MN,Conventional,Purchase,35000,-539.8,-3,0,-71.2,,,,-468.6,-3,,1
2025-01-01,Susan Garcia,2944236765,2025-01-08,OH,Conventional,Purchase,14075,-1350.7354,-2.9982,0,-167.8366,,,,-1182.8988,-2.9982,,2
2025-01-01,Margaret Wilson,8024284631,2025-01-08,TX,Conventional,Cash-Out Refinance,158200,831.1349,-316.464,324.2,102.3344,143.8003,100,80.4001,80.4001,-3,-313.464,3
2025-01-01,Ashley Flores,5061700439,2025-01-08,MN,Conventional,Purchase,14000,-1460.3214,-3,0,-134.3214,,,,-1326,-3,,2
2025-01-01,Jessica Lewis,8377091895,2025-01-08,TX,Government,Purchase,238043,688.2899,-95.2521,297.5,41.0901,147.4998,300,-48.9,-48.9,-2.9999,-92.2522,2
2025-01-01,Kimberly Miller,5699907627,2025-01-08,TX,Conventional,Purchase,148500,852.7627,-150.8788,288.7,98.6633,124,350,-4.3003,-4.3003,-3,-147.8788,3
2025-01-01,Kimberly Martin,1163370898,2025-01-08,CA,Jumbo,Purchase,1000000,511.02,-24.96,247.8,5.62,19,220,9.3,9.3,-3,-21.96,2
2025-01-01,Michelle Lee,6811365255,2025-01-08,TN,Government,Purchase,374900,449.3654,-61.5756,164.1,-9.2345,129.5001,170,-2.5001,-2.5001,-3,-58.5756,1
2025-01-01,Anthony Thompson,7497787092,2025-01-08,TX,Jumbo,Purchase,648000,564.8701,-36.8889,273.4,12.7701,98.1,170,5.3,5.3,-3,-33.8889,2
2025-01-01,Jennifer Clark,4967042369,2025-01-08,NV,Jumbo,Purchase,150000,601.396,-139.9333,225.6,66.096,365,,-54.3,-1,-5,-134.9333,4
2025-01-01,Mark Robinson,2544120158,2025-01-08,OR,Conventional,Purchase,270000,600.2989,-79.963,270.1,53.2989,331.9,,-61.8,6.8,-5,-74.963,1
2025-01-01,Nancy White,4494616893,2025-01-08,OK,Government,Purchase,284075,939.7746,-76.2489,396.9,-17.5253,445.0001,,57.6999,57.6999,-5.0001,-71.2488,1
2025-01-01,Joseph Gonzalez,8108719741,2025-01-08,CA,Jumbo,Cash-Out Refinance,573000,438.0867,-40.3229,144.4,21.0867,335,,-43.7,-18.7,-5,-35.3229,3
2025-01-01,Joshua Garcia,9696537360,2025-01-08,TX,Conventional,Purchase,280000,289.1893,-77.2857,45.1,60.8893,285,,-101.8,0,-5,-72.2857,1
2025-01-01,Emily Perez,8441429390,2025-01-08,AZ,Conventional,Cash-Out Refinance,96890,508.7697,-3.0003,,-1.2303,510,,,,-3.0003,,1
2025-01-01,David Garcia,1482594637,2025-01-15,UT,Conventional,Purchase,214000,492.8337,-234.729,115.6,75.0337,189,120,-3.4,-3.4,-3,-231.729,5
2025-01-01,Sarah Gonzalez,6426307565,2025-01-15,PA,Conventional,Purchase,137750,397.1689,-363.0004,140.8,76.5677,243.0004,75.0004,-69.0998,-69.0998,-3.0004,-360,1
2025-01-01,Daniel Johnson,4124531974,2025-01-15,FL,Conventional,Purchase,367650,428.9858,-137.8838,173.6,40.3857,95.0001,120,,0,-3.0001,-134.8837,1
2025-01-01,Mark King,9397979167,2025-01-15,FL,Conventional,Purchase,283125,656.2002,-178.1524,262.5,51.7005,212.9999,109.9998,9.5,9.5,-3.0001,-175.1523,1
2025-01-01,Linda Thomas,6356243635,2025-01-15,SC,Government,Purchase,429030,481.3885,-118.5863,186.6,-18.2115,247,93.2,-13.6,-13.6,-3,-115.5863,1
2025-01-01,Jessica Martinez,2631249221,2025-01-15,MN,Government,Purchase,418180,543.0479,-121.5852,233.7,-11.0522,257.0001,90,-13.3,-13.3,-2.9999,-118.5853,4
2025-01-01,Charles Nguyen,6342797809,2025-01-15,IL,Conventional,Purchase,7500,-2668.7067,-3,0,-482,,,,-2186.7067,-3,,2
2025-01-01,Matthew Thompson,2102088416,2025-01-15,FL,Conventional,Purchase,88000,620.867,-566.5227,171.9,168.167,223,60,-1.1,-1.1,-3,-563.5227,2
2025-01-01,Daniel Jackson,420604712,2025-01-08,TN,Government,Purchase,211105,475.0364,-250.9808,175,45.8364,160,100,-2.9,-2.9,-2.9999,-247.9809,1
2025-01-01,Richard Sanchez,5362636776,2025-01-08,CO,Conventional,Cash-Out Refinance,208450,23.5294,-3.0002,,-0.4572,,23.9866,,,-3.0002,,2
2025-01-01,Steven Wilson,5854018561,2025-01-08,PA,Government,Purchase,157712,641.6448,-334.934,264.3,23.7446,263.6001,90.0001,,0,-2.9998,-331.9342,6
2025-01-01,Ashley Scott,8720622243,2025-01-08,TN,Government,Purchase,191919,533.2586,-275.7715,146.6,73.158,197.2999,108.0003,4.1002,4.1002,-3.0002,-272.7713,4
2025-01-01,Anthony Gonzalez,5211715924,2025-01-08,MD,Conventional,Purchase,396171,440.6267,-135.1399,172.6,30.0267,155,83,,0,-3,-132.1399,4
2025-01-01,Susan Lopez,5769266677,2025-01-15,MD,Conventional,Purchase,665000,157.4817,-77.5714,181,-179.6183,128.5,75.8,-24.1,-24.1,-3,-74.5714,1
2025-01-01,Matthew White,7114473078,2025-01-15,NJ,Conventional,Purchase,422750,627.1762,-120.3035,275,12.9762,78,110,75.6,75.6,-3.0001,-117.3034,5
2025-01-01,Nancy Young,2436535453,2025-01-15,NJ,Conventional,Purchase,400000,474.048,-126.975,218.5,28.948,140.4,70,8.1,8.1,-3,-123.975,2
2025-01-01,Betty Miller,7285716785,2025-01-14,NC,Conventional,Purchase,211000,457.4109,-251.1043,152.9,55.1109,171.2,90,-5.9,-5.9,-3,-248.1043,6
2025-01-01,Matthew Moore,1585375822,2025-01-14,NY,Conventional,Purchase,455000,428.3466,-118.0549,203.2,28.7466,131,79,-6.8,-6.8,-3,-115.0549,4
2025-01-01,Sandra Rodriguez,6901623058,2025-01-14,NJ,Conventional,Purchase,399000,520.7439,-134.203,244.3,37.8439,145,105,-5.7,-5.7,-3,-131.203,1
2025-01-01,Betty Smith,2554172600,2025-01-14,FL,Conventional,Purchase,522500,369.7932,-103.1914,200.9,2.0932,156,135,-62.0999,-62.1001,-3,-100.1914,2
2025-01-01,Thomas Robinson,3106122667,2025-01-14,DE,Jumbo,Purchase,1096000,254.3657,-50.7646,114.5,-9.2343,48,51.3,24.9,24.9,-3,-47.7646,5
2025-01-01,Margaret Lewis,4372916843,2025-01-14,IL,Conventional,Purchase,161500,345.0786,-327.1486,-36.8,121.9783,155.1003,84,10.4,10.4,-3,-324.1486,6
2025-01-01,Joshua King,5907089326,2025-01-14,NY,Government,Purchase,520960,411.6914,-103.4876,97.2,20.3912,197.5,100,-1.6999,-1.6999,-3,-100.4876,1
2025-01-01,Sarah King,8877891884,2025-01-14,IL,Government,Purchase,117472,538.2585,-448.638,231.6,-40.6412,184.7002,154.0001,4.2997,4.2997,-2.9999,-445.6381,4
2025-01-01,Mary Rodriguez,5546787042,2025-01-14,GA,Government,Purchase,240562,834.0377,-220.6155,402.6,26.3375,273.3,125.0002,3.4,3.4,-3.0001,-217.6154,2
2025-01-01,Matthew White,7326785402,2025-01-14,CA,Government,Purchase,385881,741.5613,-138.6635,309,30.5612,252,150.0001,,0,-2.9999,-135.6636,2
2025-01-01,Andrew Garcia,1374914700,2025-01-15,IN,Government,Purchase,184960,501.1997,-286.0343,175,69.3993,160,120,-11.5998,-11.5998,-3.0001,-283.0342,5
2025-01-01,Susan Nguyen,9448091189,2025-01-15,ID,Government,Purchase,522000,630.0056,-103.2874,320,-2.9944,201,120,-4,-4,-3,-100.2874,3
2025-01-01,Donna Williams,2179664710,2025-01-15,FL,Conventional,Purchase,292500,434.14,-181.9744,82.1,54.64,181,126,-4.8,-4.8,-3,-178.9744,11
2025-01-01,Donald Nguyen,8411393594,2025-01-15,NJ,Conventional,Purchase,378500,401.4623,-141.3091,201.9,24.7625,145,84,-27.1001,-27.1001,-3,-138.3091,4
2025-01-01,Charles Martinez,9561649411,2025-01-15,IL,Government,Purchase,291127,647.7755,-182.8185,342.1,-31.7243,230,113.0002,-2.8002,-2.8002,-3.0001,-179.8184,8
2025-01-01,Linda King,6579637258,2025-01-15,MA,Conventional,Purchase,792000,284.4974,-69.0985,131.6,18.9974,72.5,56.8,2.3,2.3,-3,-66.0985,30
2025-01-01,Michelle Torres,4017521973,2025-01-15,OH,Conventional,Purchase,310460,501.487,-171.6209,247.9,-10.4129,158.0001,105,0.4999,0.4999,-3.0001,-168.6208,20
2025-01-01,Donald Torres,1428957478,2025-01-15,PA,Conventional,Purchase,260910,529.7029,-203.6438,145.3,44.303,146.4999,103.9998,44.8001,44.8001,-2.9999,-200.6439,23
2025-01-01,Donald Torres,1950625580,2025-01-16,PA,Conventional,Purchase,681150,362.1443,-79.8554,170.9,15.9441,72.5,94,4.4001,4.4001,-3.0001,-76.8553,11
2025-01-01,Sandra Martinez,8793166340,2025-01-16,WI,Government,Purchase,356425,724.4225,-149.8753,372.8,41.2227,234.0001,88.9999,-6.3001,-6.3001,-3.0001,-146.8752,5
2025-01-01,Barbara Miller,5410712871,2025-01-16,NE,Government,Purchase,353469,357.3935,-151.1035,200,12.1934,110,120.0001,-42.4,-42.4,-3,-148.1035,4
2025-01-01,James Martinez,2480094491,2025-01-16,MI,Government,Purchase,181649,779.5119,-291.1929,356.6,61.2115,249.4999,112.0001,0.1002,0.1002,-2.9997,-288.1932,5
2025-01-01,Daniel Perez,9279329037,2025-01-16,AR,Conventional,Purchase,138000,473.4819,-382.3478,11.7,102.6819,171.1,70,59,59,-3,-379.3478,3
2025-01-01,Andrew Thompson,6322561774,2025-01-16,TX,Conventional,Purchase,590750,462.2176,-91.6163,214,25.2173,109.0001,96,9.0001,9.0001,-3.0001,-88.6162,2
2025-01-01,Linda King,9286351926,2025-01-16,MA,Conventional,Purchase,305000,381.2551,-174.6393,177.9,35.0551,85.7,105,-11.2,-11.2,-3,-171.6393,13
2025-01-01,William Hill,5625457944,2025-01-16,FL,Jumbo,Purchase,1582200,126.5586,-36.1266,,-0.0985,,126.6571,,,-3.0398,-33.0868,4
2025-01-01,Betty Lopez,7505107260,2025-01-16,IL,Conventional,NoCash-Out Refinance,190000,421.769,-278.5263,115.8,61.369,154.6,90,,0,-3,-275.5263,3
2025-01-01,Jessica Martin,6268186540,2025-01-16,OH,Conventional,Purchase,185000,751.8043,-285.973,449.4,73.3043,164.1,84,-9.5,-9.5,-3,-282.973,5
2025-01-01,Nancy Hernandez,82689406,2025-01-16,NV,Government,Purchase,209706,699.3629,-252.6351,276.2,56.563,262.6,169.9999,-33,-33,-2.9999,-249.6352,1
2025-01-01,Thomas Lopez,3250082738,2025-01-16,NJ,Conventional,Purchase,404100,207.9079,-125.7171,68,36.1079,128,100,-62.1,-62.1,-3,-122.7171,2
2025-01-01,Richard Young,4688446143,2025-01-16,CT,Jumbo,Purchase,1360080,199.802,-39.4611,109.1,1.502,62,61.8,-17.3,-17.3,-3,-36.4611,5
2025-01-01,James Garcia,8289282028,2025-01-16,NC,Government,Purchase,371717,602.3392,-136.408,294.1,22.939,177.5001,84.9999,11.4001,11.4001,-3.0001,-133.4079,4
2025-01-01,Elizabeth Gonzalez,4096263834,2025-01-16,NJ,Conventional,Purchase,588000,379.0274,-87.3367,208.9,16.5274,144,80,-35.2,-35.2,-3,-84.3367,1
2025-01-01,Joseph White,8327758712,2025-01-16,FL,Conventional,Purchase,115000,657.9887,-434.2174,248.7,139.8887,144,84,20.7,20.7,-3,-431.2174,3
2025-01-01,Mary Garcia,7443321921,2025-01-16,NJ,Conventional,Purchase,640800,331.8251,-80.3876,170.3,21.6249,142.5,80,-41.2999,-41.2999,-3,-77.3876,2
2025-01-01,James Clark,4488988205,2025-01-16,OH,Conventional,Purchase,408000,302.6064,-124.5441,87.4,29.4064,165,24,-1.6,-1.6,-3,-121.5441,3
2025-01-01,James Garcia,6332815327,2025-01-16,IL,Conventional,Purchase,169750,631.6092,-295.1358,284.9,82.909,218,88,-21.0999,-21.0999,-3.0003,-292.1355,3
2025-01-01,Thomas Moore,5967455887,2025-01-16,VA,Conventional,Purchase,250000,495.156,-90.84,229.6,38.356,104,130,-3.4,-3.4,-3,-87.84,2
2025-01-01,Kimberly Wright,9527874702,2025-01-16,NJ,Jumbo,Purchase,920000,75.2199,-59.9022,-7.5,6.6199,48,60.9,-16.4,-16.4,-3,-56.9022,10
2025-01-01,Emily Torres,2756756828,2025-01-16,HI,Conventional,Purchase,725000,400.683,-75.2069,199.9,13.883,90.5,96,0.2,0.2,-3,-72.2069,4
2025-01-01,Michelle Torres,6015751163,2025-01-16,IL,Conventional,Purchase,349900,541.2024,-152.6142,264.2,33.6022,180,105,-20.7999,-20.7999,-3,-149.6142,9
2025-01-01,Linda King,2867036986,2025-01-16,MA,Conventional,Purchase,806000,231.3138,-67.9504,117.6,12.9138,78.6,55.8,-16.8,-16.8,-3,-64.9504,8
2025-01-01,Sarah Thomas,5480781599,2025-01-17,TN,Government,Purchase,856503,407.8847,-64.1206,155,100.9847,63.5,90,-0.8,-0.8,-3,-61.1206,4
2025-01-01,Andrew Wilson,3470498689,2025-01-17,NJ,Jumbo,Purchase,1900000,254.7015,-30.5526,124.6,-5.5985,53,60.5,11.1,11.1,-3,-27.5526,5
2025-01-01,Thomas Robinson,6030579650,2025-01-17,PA,Government,Purchase,154660,705.821,-341.4845,328.3,39.8209,230.9,88.0001,9.4,9.4,-3.0001,-338.4844,3
2025-01-01,Charles Scott,54443676,2025-01-17,IL,Government,Purchase,470956,586.1408,-114.157,295.9,-5.5593,201.0001,95,-0.1,-0.1,-3.0001,-111.1569,6
2025-01-01,Robert Jones,9800346665,2025-01-17,IL,Conventional,Purchase,145000,841.8814,-364.0345,340.4,110.6814,186,104,50.4,50.4,-3,-361.0345,2
2025-01-01,Kimberly Young,5752756988,2025-01-17,FL,Government,Purchase,392755,720.8414,-136.2893,325.4,31.1416,244.5,120,-0.1001,-0.1001,-3.0001,-133.2892,3
2025-01-01,Matthew Jackson,8823479,2025-01-17,OH,Conventional,Purchase,226640,651.2737,-233.983,225.9,69.9735,176.4,120,29.5001,29.5001,-2.9999,-230.9831,5
2025-01-01,Barbara Thomas,4182286881,2025-01-17,TN,Conventional,Purchase,989000,34.6111,-55.9323,-175.1,15.2111,110,80.9,1.8,1.8,-3,-52.9323,2
2025-01-01,Linda King,3913451936,2025-01-17,PA,Conventional,Purchase,67500,534.354,-778.5556,174.2,206.0533,96.7007,105,-23.8,-23.8,-3,-775.5556,13
2025-01-01,Daniel Martin,5961010716,2025-01-17,PA,Conventional,Purchase,620000,273.9571,-87.4355,105.4,17.4571,112.1,101,-31,-31,-3,-84.4355,8
2025-01-01,David Young,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Betty Robinson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Christopher White,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,John Harris,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Margaret Lewis,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Barbara Martin,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Emily Walker,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Mark Martin,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Richard Rodriguez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Margaret Garcia,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Mary Nguyen,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Thomas Lee,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Mary Harris,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Charles Nguyen,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Sarah Thomas,2005146508,2025-01-15,CA,Conventional,Purchase,558750,348.7394,-96.6914,162.8,20.4394,115.5,90,-20,-20,-3.0001,-93.6913,7
2025-01-01,Betty Anderson,7245074762,2025-01-15,IL,Conventional,Purchase,280330,215.5945,-189.7442,124.3,71.6944,157.9999,103,-120.6999,-120.6999,-3,-186.7442,9
2025-01-01,Barbara Martinez,1699550977,2025-01-15,TN,Government,Purchase,220924,734.8081,-239.9594,348.1,24.3079,262.4002,100,,0,-3.0001,-236.9593,1
2025-01-01,Margaret Young,1679070717,2025-01-15,NJ,Conventional,Purchase,525000,442.1933,-102.7143,188.4,14.7933,131,120,-6,-6,-3,-99.7143,5
2025-01-01,Matthew Moore,7745335281,2025-01-15,CT,Jumbo,NoCash-Out Refinance,730500,264.8401,-74.6632,55.4,15.9398,49,138.3001,3.1001,3.1001,-3,-71.6632,5
2025-01-01,Mark Smith,1145796705,2025-01-15,NJ,Jumbo,Purchase,362900,506.1192,-147.2546,197.3,19.4191,129,176.2001,-7.9,-7.9,-3,-144.2546,14
2025-01-01,Elizabeth Thomas,4783234962,2025-01-15,CA,Government,Purchase,520400,366.4792,-103.5957,87.5,24.5792,145,150,-20.3,-20.3,-3,-100.5957,2
2025-01-01,Betty Wilson,9469026080,2025-01-15,NJ,Conventional,Purchase,558000,413.2079,-96.8172,199,24.2079,124,84,-9,-9,-3,-93.8172,3
2025-01-01,Richard Jackson,1494730141,2025-01-03,CA,Conventional,Purchase,687050,356.8395,-79.1954,118.4,21.3396,110.5,109.2001,-1.3001,-1.3001,-3.0001,-76.1953,1
2025-01-01,Linda King,5916252514,2025-01-24,RI,Jumbo,Purchase,690000,313.6025,-78.8696,133.9,17.8025,72,108.7,-9.4,-9.4,-3,-75.8696,6
2025-01-01,Robert Walker,2715693660,2025-01-24,NY,Conventional,Purchase,815000,364.3465,-67.2331,103.9,11.1465,98.5,60,45.4,45.4,-3,-64.2331,1
2025-01-01,Donna Williams,7955349663,2025-01-24,FL,Government,Purchase,386650,473.1342,-138.3939,74,27.834,251.5001,125.0001,-2.6,-2.6,-3.0001,-135.3938,6
2025-01-01,Anthony Gonzalez,8179623556,2025-01-24,MD,Conventional,Purchase,451200,453.7667,-119.0239,225.4,27.5667,143,83,-12.6,-12.6,-3,-116.0239,5
2025-01-01,Matthew Moore,370692909,2025-01-24,NY,Conventional,Purchase,480000,460.2838,-112.0625,224,10.2838,143,79,2,2,-3,-109.0625,4
2025-01-01,Michelle White,3057589520,2025-01-24,NV,Conventional,Purchase,249320,638.5923,-212.9713,284.5,50.0927,215,130,-20.5002,-20.5002,-3.0002,-209.9711,2
2025-01-01,Nancy Taylor,872876517,2025-01-24,IL,Conventional,Purchase,332000,585.6633,-160.6807,262.4,39.4633,158,83,21.4,21.4,-3,-157.6807,3
2025-01-01,William Lee,6522119182,2025-01-24,TX,Conventional,Purchase,289500,690.4194,-183.829,320.2,47.8194,163,155,2.2,2.2,-3,-180.829,3
2025-01-01,Thomas Johnson,9388038470,2025-01-24,IN,Government,Purchase,456572,242.1655,-117.6588,-47.7,11.7655,207.5,72,-0.7,-0.7,-3,-114.6588,4
2025-01-01,Mark Smith,2829788581,2025-01-24,PA,Government,Purchase,306512,584.2171,-173.7926,307.9,-36.0828,211.9999,91,4.7,4.7,-2.9999,-170.7927,10
2025-01-01,John Martin,8347626195,2025-01-24,MO,Government,Purchase,314111,713.9548,-169.6607,365.3,-24.5455,170.0001,200,1.6001,1.6001,-2.9999,-166.6608,2
2025-01-01,James Robinson,3102624791,2025-01-24,FL,Jumbo,Purchase,1300000,250.0174,-43.2692,138.9,10.6174,91.5,85.8,-38.4,-38.4,-3,-40.2692,1
2025-01-01,Sarah Wilson,9095850038,2025-01-24,PA,Conventional,Purchase,240000,513.9229,-221.125,169.2,61.5229,189.2,96,-1,-1,-3,-218.125,8
