borrower_last,builder_name,fico,forward_commitment,fund_date,loan_amount,loan_id,loan_number,purpose
James Moore,Mark Hill,754,N,2025-01-07,578480,987,541721979,Purchase
Joseph Young,Michelle Sanchez,705,N,2025-01-07,245471,988,9551071456,Purchase
Michelle Lee,Joshua Allen,764,N,2025-01-07,405990,989,7062623564,Purchase
Michael Torres,,763,N,2025-01-07,308000,990,6545066519,Cash-Out Refinance
Karen Lewis,Nancy Clark,796,N,2025-01-07,429030,991,1232851876,Purchase
John Robinson,Susan Thomas,675,N,2025-01-07,105000,992,827834573,Purchase
Thomas Hill,Steven Miller,713,N,2025-01-07,552000,993,520403639,Purchase
Lisa Lee,Robert Robinson,758,N,2025-01-07,425000,994,4135154347,Purchase
John Nguyen,Sandra Thomas,764,N,2025-01-07,2816000,995,6655301069,Purchase
Karen Lewis,Karen Allen,798,N,2025-01-07,336247,996,6620622598,Purchase
Karen Ramirez,,771,N,2025-01-07,204000,997,1335224062,NoCash-Out Refinance
Ashley Thomas,Barbara Smith,786,N,2025-01-07,1220000,998,8745360480,Purchase
Mark Lopez,Joshua Lewis,788,N,2025-01-07,854000,999,5934671273,Purchase
Linda Harris,Sandra Martinez,773,N,2025-01-07,1016000,1000,7364650417,Purchase
William Brown,,756,N,2025-01-07,1650000,1001,3340292555,NoCash-Out Refinance
Richard Lopez,Andrew Jackson  Joshua Brown,679,N,2025-01-08,284747,1002,5114024121,Purchase
Ashley Jones,John Anderson,670,N,2025-01-08,346606,1003,6194770745,Purchase
Mary Wilson,Michelle Wilson,776,N,2025-01-08,660800,1004,9539712788,Purchase
Joseph Davis,Ashley Brown,713,N,2025-01-08,186934,1005,4126820204,Purchase
Donald Miller,Charles Taylor,764,N,2025-01-09,806500,1006,7334822543,Purchase
Daniel Clark,"Nancy Jones,Patricia Wright",742,N,2025-01-09,385000,1007,7862667597,Purchase
Thomas Martin,Elizabeth Lewis,802,N,2025-01-09,216000,1008,1253117252,Purchase
Emily Walker,"Kimberly Martin,Joseph Garcia",746,N,2025-01-09,750500,1009,194418301,Purchase
James Brown,Elizabeth Martinez,642,N,2025-01-09,22500,1010,9298018155,Purchase
Linda Torres,,659,N,2025-01-09,157000,1011,9200483518,NoCash-Out Refinance
Nancy Taylor,Joshua Taylor,788,N,2025-01-09,600000,1012,1780918367,Purchase
Nancy Harris,Paul Moore,782,N,2025-01-09,188180,1013,1240968205,Purchase
Michael Ramirez,Steven Perez,814,N,2025-01-09,1360000,1014,3409225791,Purchase
Mark Thompson,Richard Allen,725,N,2025-01-09,220000,1015,3310957442,Purchase
Paul Thompson,Susan Johnson,712,N,2025-01-09,392755,1016,7739155235,Purchase
Christopher Wilson,John Gonzalez,661,N,2025-01-09,30000,1017,8746660752,Purchase
David Hill,Christopher Smith,749,N,2025-01-09,143560,1018,6931614012,Purchase
Mark King,Paul Robinson,810,N,2025-01-09,196000,1019,7117467222,Purchase
Daniel Johnson,,754,N,2025-01-09,142500,1020,6009524098,Cash-Out Refinance
Sarah Martin,Mary Scott,637,N,2025-01-09,770000,1021,9819786616,Purchase
Betty Williams,Andrew Jones,785,N,2025-01-09,450000,1022,5172985886,Purchase
Emily Scott,"Sarah Thompson,Mark Moore/Richard Gonzalez, 2018",764,N,2025-01-06,17634,1023,1164256740,Purchase
Daniel Hernandez,Donna Moore,777,N,2025-01-06,360000,1024,6338882538,Purchase
Margaret Wright,Joseph Smith,698,N,2025-01-06,459050,1025,3411959606,Purchase
Linda Gonzalez,Margaret Martinez,618,N,2025-01-06,392755,1026,1776930671,Purchase
William Smith,Emily Lopez,775,N,2025-01-06,475000,1027,1655068055,Purchase
William Young,Jennifer Clark,731,N,2025-01-06,322500,1028,1962723974,Purchase
Nancy Hernandez,Paul Lopez,760,N,2025-01-06,332010,1029,8619240283,Purchase
William Walker,,687,N,2025-01-06,196377,1030,6856914300,Cash-Out Refinance
Charles Hill,Mary Brown,697,N,2025-01-06,213750,1031,4095726140,Purchase
Sarah Lopez,Mary Young,678,N,2025-01-06,225834,1032,5993166302,Purchase
Margaret Young,,681,N,2025-01-06,196000,1033,973834796,Cash-Out Refinance
Richard Nguyen,Nancy Wilson,794,N,2025-01-06,471824,1034,8148058130,Purchase
Lisa Moore,Nancy Sanchez,723,N,2025-01-06,498429,1035,3849483537,Purchase
John Torres,Donna Lee,811,N,2025-01-06,311250,1036,4491941217,Purchase
Betty Young,Lisa Garcia,733,N,2025-01-06,750000,1037,1389573739,Purchase
Karen Lopez,Jessica Smith,740,N,2025-01-06,529600,1038,4039419721,Purchase
Steven Walker,Andrew Jackson,686,N,2025-01-06,25000,1039,4108445001,Purchase
Donna Martin,Elizabeth Gonzalez,797,N,2025-01-06,5600,1040,937533115,Purchase
Kimberly Moore,Ashley Allen,798,N,2025-01-06,130950,1041,2107139750,Purchase
Nancy Perez,,739,N,2025-01-06,253293,1042,753754520,NoCash-Out Refinance
Anthony Torres,,746,N,2025-01-06,458850,1043,7017048327,Cash-Out Refinance
Mark Allen,,711,N,2025-01-06,548432,1044,8898844270,NoCash-Out Refinance
Michelle Lewis,Mark Lewis,744,N,2025-01-06,400000,1045,9861416085,Purchase
Kimberly Nguyen,,780,N,2025-01-06,1200000,1046,7533232752,NoCash-Out Refinance
Barbara Walker,,715,N,2025-01-06,108000,1047,7354963414,Cash-Out Refinance
Robert Gonzalez,Donald Flores,802,N,2025-01-06,412339,1048,1616585224,Purchase
Karen Perez,,790,N,2025-01-06,266800,1049,807670881,NoCash-Out Refinance
Kimberly Martinez,Kimberly Lewis/9/20,748,N,2025-01-06,1000000,1050,5976781732,Purchase
Barbara Martin,Daniel White,793,N,2025-01-06,240000,1051,8169199211,Purchase
Michelle Johnson,,774,N,2025-01-07,300000,1052,6403615881,Cash-Out Refinance
Anthony Hernandez,,757,N,2025-01-07,100000,1053,2949757489,Cash-Out Refinance
Emily Walker,,786,N,2025-01-07,75000,1054,1203700045,Cash-Out Refinance
Emily Brown,"Nancy Ramirez,Linda Wright,Joseph Thompson",719,N,2025-01-07,655000,1055,1256370508,Purchase
John Rodriguez,Barbara Rodriguez,674,N,2025-01-10,15000,1056,1723771185,Purchase
Linda Garcia,,721,N,2025-01-10,208000,1057,5368773897,Cash-Out Refinance
Thomas Gonzalez,Sarah Smith,799,N,2025-01-10,482603,1058,4172535048,Purchase
Thomas Jones,Mary Nguyen,749,N,2025-01-10,1252000,1059,600745245,Purchase
Lisa Flores,James Rodriguez,694,N,2025-01-10,554800,1060,5664785482,Purchase
John Lewis,Michael Anderson,806,N,2025-01-10,255000,1061,5654697761,Purchase
Robert Wilson,Betty Brown,741,N,2025-01-10,100250,1062,4918033708,Purchase
Barbara Thomas,,600,N,2025-01-10,160358,1063,5041489674,Cash-Out Refinance
Matthew White,Elizabeth Nguyen,709,N,2025-01-10,346750,1064,6342123262,Purchase
Christopher Scott,Matthew Lee,681,N,2025-01-10,486034,1065,2814805030,Purchase
Lisa Harris,Mark Miller,796,N,2025-01-10,233750,1066,4094056821,Purchase
Jennifer Jackson,David Smith,685,N,2025-01-15,518472,1067,7958755961,Purchase
Betty Williams,Margaret Garcia,793,N,2025-01-15,492000,1068,1573724483,Purchase
Steven Johnson,Mary Allen,770,N,2025-01-15,393000,1069,9382280635,Purchase
Robert Ramirez,Christopher Harris,731,N,2025-01-15,272000,1070,2733867559,Purchase
Michelle Gonzalez,Joseph Torres,809,N,2025-01-15,465000,1071,4507303658,Purchase
Sandra Perez,Emily White  Betty Harris,810,N,2025-01-07,243000,1072,590196447,Purchase
Steven Perez,Barbara Harris,802,N,2025-01-08,359000,1073,3614860200,Purchase
Thomas Jones,Richard Moore,616,N,2025-01-08,327950,1074,3557847921,Purchase
Kimberly Thompson,,797,N,2025-01-08,231000,1075,5064623597,Cash-Out Refinance
Donald Martinez,Daniel Allen,774,N,2025-01-08,765180,1076,6724477754,Purchase
Barbara Smith,John Taylor,735,N,2025-01-08,423000,1077,3094474161,Purchase
Jennifer Moore,Sandra Williams,773,N,2025-01-08,288000,1078,442021127,Purchase
Steven Wilson,Margaret Thompson;Sarah White,800,N,2025-01-08,287000,1079,8575088748,Purchase
Betty Wright,Susan Perez,770,N,2025-01-08,600000,1080,1728899040,Purchase
Joshua Jones,Daniel Scott,757,N,2025-01-08,176248,1081,336413458,Purchase
Betty Moore,Ashley Walker,765,N,2025-01-08,422750,1082,4392861060,Purchase
Barbara Taylor,Margaret Hernandez,730,N,2025-01-06,697520,1083,26861875,Purchase
Mary Walker,Andrew Lopez,786,N,2025-01-08,700000,1084,7512145952,Purchase
Charles Perez,Donna Young,670,N,2025-01-08,351515,1085,7878990338,Purchase
Elizabeth Johnson,Donald Martinez,714,N,2025-01-08,607960,1086,3944304315,Purchase
Nancy Rodriguez,Betty Hernandez,807,N,2025-01-08,378100,1087,6481263521,Purchase
David Brown,,712,N,2025-01-06,193965,1088,8922313893,NoCash-Out Refinance
Emily Garcia,Richard Jones,752,N,2025-01-06,6375,1089,1224351437,Purchase
Patricia Hernandez,Patricia Scott,811,N,2025-01-06,147750,1090,1414852656,Purchase
Barbara Brown,Paul Lopez,759,N,2025-01-06,156000,1091,4993686310,Purchase
Joseph Allen,Christopher Hernandez,765,N,2025-01-06,12000,1092,4020027162,Purchase
Steven Williams,Michelle Jackson,791,N,2025-01-06,397500,1093,6723645751,Purchase
Emily Lee,,739,N,2025-01-06,90750,1094,3817623579,Purchase
Paul Garcia,Barbara Miller,662,N,2025-01-07,11250,1095,2004902954,Purchase
Ashley Lopez,"Donna Garcia,Karen King",671,N,2025-01-08,270000,1096,9175673071,Purchase
Jessica Martin,,694,N,2025-01-08,160000,1097,5691311315,Cash-Out Refinance
Joshua Jackson,"Lisa Brown,Karen White",732,N,2025-01-08,364000,1098,2746057778,Purchase
Linda Ramirez,,704,N,2025-01-08,379278,1099,6512277213,NoCash-Out Refinance
Barbara Brown,,789,N,2025-01-08,402000,1100,7514693691,NoCash-Out Refinance
Anthony Miller,,778,N,2025-01-08,541600,1101,6752114564,Cash-Out Refinance
Donald Lopez,,650,N,2025-01-08,236275,1102,4886245366,NoCash-Out Refinance
Christopher Perez,,806,N,2025-01-08,237755,1103,7026468045,NoCash-Out Refinance
Matthew Thomas,Christopher Moore,647,N,2025-01-08,310276,1104,2900995399,Purchase
David Johnson,Steven Thompson,803,N,2025-01-21,470000,1105,8759511943,Purchase
Michael Lopez,Margaret Perez,630,N,2025-01-21,283272,1106,2830605237,Purchase
Kimberly Young,"Sarah White,Kimberly Jackson",761,N,2025-01-21,627475,1107,6623740771,Purchase
Charles Sanchez,,743,N,2025-01-21,175000,1108,3290002448,Cash-Out Refinance
Matthew Perez,Jessica Williams,647,N,2025-01-21,146301,1109,9676390337,Purchase
Kimberly Gonzalez,Kimberly Johnson,799,N,2025-01-21,100000,1110,5009571812,Purchase
James Williams,Elizabeth White,802,N,2025-01-21,1124000,1111,941533197,Purchase
Elizabeth Garcia,Michael Smith,812,N,2025-01-21,400000,1112,9190151125,Purchase
Elizabeth Williams,Steven Miller,768,N,2025-01-21,354050,1113,4397151806,Purchase
Mark Scott,Karen Flores,784,N,2025-01-21,399200,1114,2313512806,Purchase
Richard King,Jessica Walker,774,N,2025-01-21,660000,1115,1332304053,Purchase
Michelle Walker,,722,N,2025-01-21,507000,1116,995626416,Cash-Out Refinance
John Taylor,,732,N,2025-01-21,315000,1117,8279575518,Cash-Out Refinance
Barbara Martin,"Richard Martinez,Mark Wright",614,N,2025-01-21,233689,1118,4780955668,Purchase
Patricia Thompson,Betty Flores,783,N,2025-01-21,870000,1119,782112236,Purchase
Michael Walker,John Smith   Susan Garcia   Michael Allen,768,N,2025-01-03,315000,1120,4008478348,Purchase
John Hernandez,Emily Young,803,N,2025-01-03,149625,1121,7449917951,Purchase
Linda Jones,Michael Thompson,781,N,2025-01-03,1325000,1122,3327633721,Purchase
Christopher Lee,Paul Young,769,N,2025-01-08,274500,1123,9505663778,Purchase
Joseph Jones,Steven Wright,675,N,2025-01-08,235161,1124,5650529933,Purchase
Michael Allen,,804,N,2025-01-08,1185000,1125,1378251248,Cash-Out Refinance
Nancy Brown,Mark Nguyen,786,N,2025-01-03,260000,1126,8011105658,Purchase
Linda Moore,,721,N,2025-01-08,94500,1127,9114531714,Purchase
Emily Lewis,Nancy Davis,796,N,2025-01-08,310250,1128,1853256247,Purchase
Joshua Jones,Betty Sanchez;Elizabeth Lewis,642,N,2025-01-03,210000,1129,4701206209,Purchase
David Lewis,Sarah Jackson,801,N,2025-01-08,160000,1130,1193233755,Purchase
Steven Smith,,763,N,2025-01-08,81000,1131,8654622194,Cash-Out Refinance
John Rodriguez,David Davis,673,N,2025-01-08,531643,1132,9282076698,Purchase
James Williams,"Mary Jones,Mark Wright",765,N,2025-01-08,287200,1133,1782437251,Purchase
James Perez,"Steven Hill,Robert Torres",811,N,2025-01-08,783016,1134,5541012754,Purchase
Michael Robinson,John Miller,760,N,2025-01-07,820000,1135,2122878170,Purchase
Emily Wilson,,805,N,2025-01-07,273750,1136,1954664792,Purchase
Linda Wilson,"James Young,Steven Rodriguez",766,N,2025-01-07,705127,1137,2976493741,Purchase
Daniel Young,Donald Walker,711,N,2025-01-08,142500,1138,4030503496,Purchase
Charles Gonzalez,Michael Clark,801,N,2025-01-08,1200000,1139,6438556246,Purchase
Mary Scott,Joseph Thompson,729,N,2025-01-07,430000,1140,4482952018,Purchase
Emily Harris,Michael Harris,755,N,2025-01-07,419900,1141,2385860052,Purchase
Susan White,Sarah Rodriguez,775,N,2025-01-07,868000,1142,6464187140,Purchase
Donald Lopez,William Wright,629,N,2025-01-08,2000,1143,1470836945,Purchase
Matthew Miller,Michelle Hernandez,692,N,2025-01-09,181000,1144,5119342628,Purchase
Linda Jackson,Paul Wright,648,N,2025-01-09,235653,1145,7007165349,Purchase
Sarah Wilson,Anthony White,757,N,2025-01-07,380000,1146,1273959064,Purchase
Kimberly Ramirez,William Wilson,656,N,2025-01-09,286020,1147,1859178410,Purchase
David Garcia,"Christopher Martin,Mary Young",786,N,2025-01-09,806250,1148,1384050382,Purchase
Sandra Thompson,Christopher Lopez,760,N,2025-01-21,2000000,1149,1117634425,Purchase
Kimberly Allen,Betty Rodriguez,803,N,2025-01-21,172500,1150,5611749861,Purchase
David Thompson,Ashley Thompson,587,N,2025-01-21,366500,1151,9806730090,Purchase
Michael Jackson,,756,N,2025-01-21,500000,1152,6696631266,Cash-Out Refinance
Linda Walker,Sandra White,678,N,2025-01-21,221546,1153,1277444492,Purchase
Nancy Harris,,706,N,2025-01-21,1100000,1154,6228078270,Cash-Out Refinance
Donald Lopez,William Wright,629,N,2025-01-08,10000,1155,7625144176,Purchase
Michael Moore,Jennifer Moore,795,N,2025-01-21,300000,1156,3567231460,Purchase
Susan Allen,Andrew Hernandez,691,N,2025-01-21,247000,1157,8567768091,Purchase
James Thomas,,805,N,2025-01-21,170500,1158,4326687854,NoCash-Out Refinance
Thomas Rodriguez,,690,N,2025-01-21,529100,1159,5798852180,Cash-Out Refinance
Ashley Young,,732,N,2025-01-21,429373,1160,4838674465,NoCash-Out Refinance
Christopher Wilson,John Gonzalez,661,N,2025-01-09,156500,1161,5707491773,Purchase
Sandra Robinson,Steven Sanchez,752,N,2025-01-09,218160,1162,5963015903,Purchase
Elizabeth Flores,Donald Miller,723,N,2025-01-10,404991,1163,241193393,Purchase
Sarah Jones,,766,N,2025-01-10,1650000,1164,5248141781,NoCash-Out Refinance
Barbara Hernandez,Richard Smith,697,N,2025-01-10,119920,1165,6500692220,Purchase
Andrew Martin,James Wilson,689,N,2025-01-10,220000,1166,2533040159,Purchase
Kimberly Wright,Donald Ramirez,725,N,2025-01-10,806000,1167,6406787247,Purchase
Karen Martinez,Ashley Rodriguez,744,N,2025-01-10,392000,1168,9985650998,Purchase
Ashley Garcia,Mary Nguyen,805,N,2025-01-10,163400,1169,2003385926,Purchase
Michael Johnson,Thomas Torres,796,N,2025-01-10,9625,1170,7852482108,Purchase
Nancy Smith,Patricia Thompson,754,N,2025-01-10,180000,1171,7586069846,Purchase
Elizabeth Johnson,Michael Moore,800,N,2025-01-10,420000,1172,3956952776,Purchase
Jessica Garcia,John Ramirez,778,N,2025-01-10,426075,1173,6808902573,Purchase
Emily White,David Martin,743,N,2025-01-10,7750,1174,7855208403,Purchase
Andrew Allen,Charles Taylor,666,N,2025-01-09,271982,1175,3672532384,Purchase
William Rodriguez,,696,N,2025-01-09,100000,1176,7698261626,Cash-Out Refinance
Linda Jackson,Donna Lewis,648,N,2025-01-09,10000,1177,2973971131,Purchase
Thomas Davis,Barbara Ramirez,710,N,2025-01-09,294566,1178,6414452995,Purchase
Kimberly Gonzalez,Ashley Lewis,796,N,2025-01-09,505000,1179,570907583,Purchase
Karen Moore,Mary Martinez,725,N,2025-01-09,359920,1180,7587567405,Purchase
Thomas White,Sandra Flores,785,N,2025-01-09,325500,1181,5864152481,Purchase
Joseph Jackson,Emily Scott,577,N,2025-01-09,212148,1182,8130283580,Purchase
Anthony Allen,Linda Nguyen,708,N,2025-01-09,320000,1183,1222118950,Purchase
Nancy Thomas,Donald Walker,727,N,2025-01-17,243750,1184,7830687668,Purchase
Margaret Jones,Jennifer Ramirez,637,N,2025-01-17,304385,1185,6713080362,Purchase
Linda Walker,Daniel Wilson,798,N,2025-01-17,240000,1186,417505130,Purchase
Jennifer King,Linda Flores,661,N,2025-01-17,215000,1187,9846571188,Purchase
Patricia White,Ashley Clark,785,N,2025-01-17,1064000,1188,6650263183,Purchase
Steven Davis,Daniel Johnson,749,N,2025-01-17,163100,1189,750294115,Purchase
David Young,Mary Moore,790,N,2025-01-17,298775,1190,7393386266,Purchase
Jessica Lee,Lisa Clark,681,N,2025-01-17,132905,1191,1416462024,Purchase
Emily Torres,Jessica Jones,627,N,2025-01-17,389809,1192,732497436,Purchase
Donna Hernandez,Michael Jones,797,N,2025-01-17,791980,1193,5532984536,Purchase
Michelle Garcia,,791,N,2025-01-17,770000,1194,8226830991,Cash-Out Refinance
Elizabeth Flores,,758,N,2025-01-17,164500,1195,1165238756,Cash-Out Refinance
Sarah Hill,Linda Moore,781,N,2025-01-17,167500,1196,4689784504,Purchase
Elizabeth Martin,Thomas Thompson,603,N,2025-01-17,324786,1197,4442470201,Purchase
Michelle Jackson,William Harris,741,N,2025-01-17,625650,1198,2974785216,Purchase
Nancy Young,Susan Smith,744,N,2025-01-17,375912,1199,8312610873,Purchase
Betty Garcia,Matthew Jackson,793,N,2025-01-17,250000,1200,5227790473,Purchase
Donald Davis,Michelle Williams,781,N,2025-01-17,288800,1201,2804606786,Purchase
Patricia Thomas,Lisa Johnson,722,N,2025-01-17,376815,1202,2489255141,Purchase
Sarah Harris,Emily Torres,736,N,2025-01-17,349000,1203,1248278966,Purchase
Kimberly Brown,Kimberly Ramirez,769,N,2025-01-17,275500,1204,423774366,Purchase
David Jones,Emily Clark,655,N,2025-01-17,387845,1205,1333714334,Purchase
Nancy Perez,"Patricia Garcia,Mark Wright",812,N,2025-01-17,220000,1206,1802543228,Purchase
Nancy Taylor,"Emily Robinson,Mark Wright",623,N,2025-01-17,914223,1207,9812446497,Purchase
Matthew Johnson,James Jackson,640,N,2025-01-17,245471,1208,7156285837,Purchase
William Young,Steven Clark,721,N,2025-01-17,179200,1209,902755547,Purchase
John Walker,Christopher Hernandez,715,N,2025-01-17,204300,1210,578976108,Purchase
William Brown,John Garcia,811,N,2025-01-17,331200,1211,8072924142,Purchase
Anthony Nguyen,Linda Nguyen,669,N,2025-01-17,138686,1212,5671379500,Purchase
Richard Martin,Michelle Perez,778,N,2025-01-17,250000,1213,5711118201,Purchase
Karen Young,Matthew White,692,N,2025-01-17,147283,1214,4075246841,Purchase
Matthew Williams,Michelle Hill,667,N,2025-01-17,186558,1215,6364285616,Purchase
Lisa Flores,Emily Walker,793,N,2025-01-06,1218000,1216,9477720147,Purchase
Jessica Ramirez,Betty Young,761,N,2025-01-15,232500,1217,6922109448,Purchase
Michael Hill,Elizabeth Young,664,N,2025-01-15,192214,1218,5995572409,Purchase
Donald Allen,Paul Taylor,789,N,2025-01-15,654500,1219,9198025830,Purchase
Nancy Hernandez,Joshua Lopez,762,N,2025-01-15,605500,1220,9469167901,Purchase
Donna Taylor,Patricia Garcia,787,N,2025-01-15,441750,1221,7028600568,Purchase
Jessica Rodriguez,,668,N,2025-01-15,240000,1222,1273618351,Cash-Out Refinance
Elizabeth Davis,,790,N,2025-01-15,1500000,1223,590253944,NoCash-Out Refinance
Kimberly Lopez,Thomas Sanchez,718,N,2025-01-15,382500,1224,4057966764,Purchase
David Martinez,William Martin,796,N,2025-01-15,405000,1225,8475765877,Purchase
William Williams,Donna Perez,810,N,2025-01-15,347000,1226,9272534146,Purchase
Susan Martinez,Christopher Anderson,798,N,2025-01-15,361500,1227,7081176558,Purchase
Steven Flores,Richard Miller,638,N,2025-01-15,216015,1228,6590853586,Purchase
Ashley Jones,James Wilson,751,N,2025-01-15,407400,1229,5726826349,Purchase
Anthony Martin,Emily White,790,N,2025-01-15,575000,1230,6719203879,Purchase
James Martinez,Richard Martinez,799,N,2025-01-10,280250,1231,8925211021,Purchase
Susan Jackson,Donna Rodriguez,769,N,2025-01-15,434014,1232,2052326467,Purchase
Charles Ramirez,Linda Harris,704,N,2025-01-10,269100,1233,6657877285,Purchase
Jennifer Torres,Margaret Moore,784,N,2025-01-15,264800,1234,2136342271,Purchase
James Perez,Betty Garcia,775,N,2025-01-15,515211,1235,3905381058,Purchase
Betty Garcia,Anthony King,729,N,2025-01-10,67500,1236,5400264353,Purchase
Sarah Scott,,724,N,2025-01-11,207000,1237,8454133454,Cash-Out Refinance
Elizabeth Hernandez,,743,N,2025-01-13,370000,1238,9689099545,Cash-Out Refinance
Donna Gonzalez,Nancy Martin,715,N,2025-01-15,236250,1239,9159420823,Purchase
Robert Lopez,Susan Brown,708,N,2025-01-15,261250,1240,7816068322,Purchase
William Miller,Joshua Williams,698,N,2025-01-10,1035000,1241,8128585688,Purchase
Donald Martin,Anthony Brown,778,N,2025-01-10,310000,1242,3771962179,Purchase
Daniel Walker,David Smith,758,N,2025-01-10,716000,1243,8720434188,Purchase
Joseph Lewis,Mary King,731,N,2025-01-10,238400,1244,9419071764,Purchase
Mark Allen,Linda Martin,807,N,2025-01-10,500000,1245,7332134762,Purchase
Ashley Walker,Andrew Anderson,754,N,2025-01-10,165938,1246,7609583617,Purchase
Daniel Garcia,Sarah King,798,N,2025-01-10,258400,1247,278170448,Purchase
James Wilson,Joshua Rodriguez,660,N,2025-01-10,10000,1248,6743480900,Purchase
Mary Thompson,Karen Hill,623,N,2025-01-10,3133,1249,8103206910,Purchase
James Wilson,Lisa Martin,660,N,2025-01-10,262163,1250,6391900496,Purchase
Elizabeth Lopez,Margaret Garcia,797,N,2025-01-13,388800,1251,5716344075,Purchase
Sandra Thomas,Mark Lewis,755,N,2025-01-13,1224000,1252,7965236802,Purchase
James Davis,"David Thomas,Donna Wright",764,N,2025-01-10,219000,1253,5640684095,Purchase
Christopher Clark,Margaret King,765,N,2025-01-13,892000,1254,2339695392,Purchase
Karen Anderson,John Hill  Thomas Williams,816,N,2025-01-13,920000,1255,9246878718,Purchase
Kimberly Miller,Donna Lewis,778,N,2025-01-10,407550,1256,4145670446,Purchase
Andrew Wilson,Joshua Lee,790,N,2025-01-10,152000,1257,5583988287,Purchase
Ashley Thomas,Andrew Thomas,739,N,2025-01-10,804000,1258,6384288791,Purchase
Kimberly Hernandez,Steven Harris,774,N,2025-01-10,1880000,1259,8544702016,Purchase
Kimberly Martinez,,674,N,2025-01-10,256250,1260,2622098196,NoCash-Out Refinance
Jessica Harris,,794,N,2025-01-13,997000,1261,3655031157,NoCash-Out Refinance
Mary Clark,Michelle Young,816,N,2025-01-13,564000,1262,1631366323,Purchase
Andrew King,"Donna Lee,Steven Taylor",743,N,2025-01-13,399200,1263,8592218433,Purchase
Matthew Scott,Margaret Thompson,776,N,2025-01-13,1420000,1264,1375465539,Purchase
William Lopez,,741,N,2025-01-13,450000,1265,274422722,Cash-Out Refinance
Mark Hernandez,,780,N,2025-01-13,6120000,1266,5072922102,Purchase
Kimberly Anderson,Elizabeth Allen,804,N,2025-01-13,336000,1267,8509855838,Purchase
Linda Lewis,Ashley Scott,745,N,2025-01-13,980000,1268,8938682614,Purchase
Michael Jackson,Steven Jackson,714,N,2025-01-13,354350,1269,7113834330,Purchase
Andrew Johnson,Jessica Wright,692,N,2025-01-13,100400,1270,5840297663,Purchase
Kimberly Brown,Joshua Thomas,568,N,2025-01-13,248626,1271,4426035148,Purchase
Mark Torres,Susan Lopez,818,N,2025-01-14,300000,1272,3955414699,Purchase
Sarah Anderson,Michelle Brown,628,N,2025-01-13,203152,1273,5058951593,Purchase
Jessica Scott,Joseph Lopez,746,N,2025-01-14,194400,1274,2472621006,Purchase
Michael Hill,Joshua Brown,764,N,2025-01-14,170600,1275,7749886707,Purchase
Nancy Lewis,Charles Ramirez,795,N,2025-01-13,670000,1276,7211514198,Purchase
Donna Wright,Kimberly Ramirez,773,N,2025-01-13,464000,1277,1269658938,Purchase
Lisa Rodriguez,Patricia Johnson,785,N,2025-01-13,712500,1278,1160955224,Purchase
David Hill,Jennifer Moore,747,N,2025-01-14,380750,1279,980416045,Purchase
John Robinson,Richard Davis,770,N,2025-01-14,72000,1280,9186915982,Purchase
Emily Hill,,711,N,2025-01-13,269000,1281,4062684599,Cash-Out Refinance
Donald Brown,"Daniel Thompson,Anthony Wilson;Daniel Thompson,Daniel Walker",808,N,2025-01-13,2500000,1282,4303468283,Purchase
Matthew Ramirez,,0,N,2025-01-14,170800,1283,6661098273,Purchase
Paul Anderson,Betty Flores,811,N,2025-01-14,300000,1284,9294488978,Purchase
John Harris,Mark Walker,789,N,2025-01-14,792000,1285,1777056046,Purchase
Robert Brown,,793,N,2025-01-13,80500,1286,1546436787,NoCash-Out Refinance
Joshua Nguyen,Sarah Young,654,N,2025-01-10,712250,1287,8029906419,Purchase
Thomas Garcia,Karen Gonzalez,791,N,2025-01-10,246000,1288,6735708854,Purchase
Christopher Scott,"Ashley Sanchez,Anthony Sanchez",778,N,2025-01-13,226000,1289,816437550,Purchase
Elizabeth Thomas,Donald Johnson,600,N,2025-01-10,425823,1290,9240531511,Purchase
Mark Scott,Thomas Martin,794,N,2025-01-13,408500,1291,9673388353,Purchase
Thomas Flores,,711,N,2025-01-13,347409,1292,5828526579,NoCash-Out Refinance
Betty Wilson,Charles Wright,803,N,2025-01-10,860000,1293,7084899299,Purchase
Emily White,Betty Young,797,N,2025-01-13,423000,1294,5851967164,Purchase
Karen Brown,Matthew Thomas,728,N,2025-01-13,343660,1295,3657621710,Purchase
Thomas Lee,Jennifer Williams,718,N,2025-01-13,237500,1296,619918897,Purchase
Daniel Brown,Joshua Anderson,780,N,2025-01-10,675500,1297,6910097559,Purchase
Paul Sanchez,Susan Sanchez,725,N,2025-01-14,425600,1298,1519438124,Purchase
Christopher Allen,Donna King,718,N,2025-01-14,465500,1299,8208093180,Purchase
Jessica Ramirez,Lisa Moore,767,N,2025-01-10,233000,1300,5961819085,Purchase
Anthony Torres,Kimberly Taylor,768,N,2025-01-14,25000,1301,5835094351,Purchase
Richard Williams,Susan Lewis,766,N,2025-01-14,15000,1302,7173671550,Purchase
Karen Young,"Robert Martin,Mark Wright",661,N,2025-01-10,16500,1303,7708923127,Purchase
Robert Hernandez,,743,N,2025-01-14,280000,1304,6677092140,Cash-Out Refinance
Andrew Robinson,Michael Robinson,678,N,2025-01-10,125000,1305,5848512968,Purchase
Sarah Scott,Mark Perez,717,N,2025-01-10,579800,1306,6155706874,Purchase
Matthew Johnson,Nancy Nguyen,652,N,2025-01-10,372781,1307,2457085517,Purchase
